ï»¿Unidade da FederaÃ§Ã£o;Ãrea;Sexo;Idade;Cor ou raÃ§a;Ofensa/humilhaÃ§Ã£o em pÃºblico (12 meses);Gritos/xingamentos (12 meses);AmeaÃ§as/redes sociais (12 meses);AmeaÃ§a contra pessoa importante (12 meses);Destruiu algo seu (12 meses);FrequÃªncia da violÃªncia psicolÃ³gica;Autor da violÃªncia psicolÃ³gica;Local da violÃªncia psicolÃ³gica;AgressÃ£o fÃ­sica: tapa/bofetada;AgressÃ£o fÃ­sica: empurrÃ£o/segurar/jogar objeto;AgressÃ£o fÃ­sica: soco/chute/puxÃ£o de cabelo;AgressÃ£o fÃ­sica: estrangular/asfixiar/queimar;AgressÃ£o fÃ­sica com arma (faca, arma de fogo);FrequÃªncia da agressÃ£o fÃ­sica;Autor da agressÃ£o fÃ­sica;Local da agressÃ£o fÃ­sica;ViolÃªncia sexual (12 meses): toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual (12 meses): ameaÃ§a/forÃ§ar ato sexual;ViolÃªncia sexual na vida: toque/beijo/manipulaÃ§Ã£o;ViolÃªncia sexual na vida: ameaÃ§a/forÃ§ar ato sexual;FrequÃªncia da violÃªncia sexual;Autor da violÃªncia sexual;Local da violÃªncia sexual;Deixou de realizar atividades por causa da violÃªncia sexual;ConsequÃªncia fÃ­sica por ato sexual forÃ§ado;ConsequÃªncia psicolÃ³gica por ato sexual forÃ§ado;DST ou gravidez por ato sexual forÃ§ado;Buscou atendimento de saÃºde;Recebeu atendimento de saÃºde;Local do atendimento de saÃºde;InternaÃ§Ã£o por 24h ou mais
Rio Grande Do Norte;Urbano;Feminino;21;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;19;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;68;Branca;Nã£O;Sim;Nã£O;Sim;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;25;Amarela;Sim;Nã£O;Nã£O;Sim;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Estudo;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;50;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Bar/Restaurante;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;30;Parda;Nã£O;Nã£O;Sim;Nã£O;Nã£O;Algumas Vezes;Outro;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;65;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ubs/Psf;Nã£O,
Rio Grande Do Norte;Urbano;Feminino;51;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;20;Preta;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Pessoa Desconhecida;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;45;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;28;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Pessoa Desconhecida;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;31;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;42;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;28;Parda;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;23;Parda;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;60;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Sim;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;36;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;55;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;68;Preta;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;27;Parda;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Algumas Vezes;Outro Parente;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;28;Parda;Sim;Nã£O;Nã£O;Nã£O;Nã£O;Uma Vez;Pessoa Desconhecida;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;47;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;30;Branca;Sim;Sim;Sim;Sim;Sim;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Sim;Sim;Sim;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Sim;Nã£O;Sim;Sim;Upa/Pronto Atendimento Pãºblico;Nã£O,
Rio Grande Do Norte;Urbano;Feminino;62;Parda;Sim;Sim;Nã£O;Sim;Sim;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Uma Vez;Namorado(A)/Ex;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;58;Branca;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;37;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Outro Parente;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;44;Preta;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Filho(A)/Enteado(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;48;Branca;Nã£O;Nã£O;Sim;Sim;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Internet/Redes Sociais;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Ubs/Psf;Nã£O,
Rio Grande Do Norte;Urbano;Feminino;43;Branca;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Uma Vez;Amigo/Colega/Vizinho;Via Pãºblica;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;42;Parda;Sim;Sim;Nã£O;Sim;Sim;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Sim;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Upa/Pronto Atendimento Pãºblico;Nã£O,
Rio Grande Do Norte;Urbano;Feminino;18;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Amigo/Colega/Vizinho;Estudo;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;21;Parda;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;54;Parda;Nã£O;Nã£O;Nã£O;Sim;Nã£O;Uma Vez;Pessoa Desconhecida;Bar/Restaurante;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;26;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Muitas Vezes;Patrã£O/Chefe;Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Sim;Sim;Consultã³Rio/Clã­Nica Privada;Nã£O,
Rio Grande Do Norte;Urbano;Feminino;38;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Sim;Nã£O;Nã£O;Algumas Vezes;Ex-Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;21;Parda;Sim;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Empregado(A);Trabalho;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;58;Branca;Sim;Sim;Nã£O;Sim;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Sim;Nã£O;Nã£O;Nã£O;Uma Vez;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Nã£O;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;41;Branca;Sim;Sim;Sim;Sim;Nã£O;Uma Vez;Amigo/Colega/Vizinho;Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;32;Branca;Sim;Sim;Sim;Sim;Nã£O;Muitas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Cã´Njuge/Companheiro(A);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Sim;Sim;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
Rio Grande Do Norte;Urbano;Feminino;48;Branca;Sim;Sim;Nã£O;Nã£O;Nã£O;Algumas Vezes;Irmã£O(Ã£);Residãªncia;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O;Nã£O;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Sim;Nã£O Aplicã¡Vel;Nã£O;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel;Nã£O Aplicã¡Vel,
